project,file,component,copy_source,keywords
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,imaging_div,src_div,
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,imaging_e,src_e,
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,pxrd1_psd,src_psd,
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,pxrd1_div,src_div,
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,pxrd1_e,src_e,
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,mythen_1,mythen_0,GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,mythen_2,mythen_0,GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,mythen_3,mythen_0,GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,mythen_4,mythen_0,GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,mythen_5,mythen_0,GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,mythen_6,mythen_0,GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,mythen_7,mythen_0,GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,mythen_8,mythen_0,GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,mythen_9,mythen_0,GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,mythen_10,mythen_0,GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,mythen_11,mythen_0,GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,mythen_12,mythen_0,GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,mythen_13,mythen_0,GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,mythen_14,mythen_0,GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,mythen_15,mythen_0,GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,mythen_16,mythen_0,GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,mythen_17,mythen_0,GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,mythen_18,mythen_0,GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,mythen_19,mythen_0,GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,mythen_20,mythen_0,GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,mythen_21,mythen_0,GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,mythen_22,mythen_0,GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd1d/MAXIV_DanMAX_pxrd1d.instr,mythen_23,mythen_0,GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd2d/MAXIV_DanMAX_pxrd2d.instr,oh_postmono_psd,src_psd,WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd2d/MAXIV_DanMAX_pxrd2d.instr,oh_postmono_div,src_div,WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd2d/MAXIV_DanMAX_pxrd2d.instr,oh_postmono_e,src_e,WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd2d/MAXIV_DanMAX_pxrd2d.instr,eh_start_psd,src_psd,WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd2d/MAXIV_DanMAX_pxrd2d.instr,eh_start_div,src_div,WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd2d/MAXIV_DanMAX_pxrd2d.instr,eh_start_e,src_e,WHEN
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd2d/MAXIV_DanMAX_pxrd2d.instr,imaging_psd,src_psd,
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd2d/MAXIV_DanMAX_pxrd2d.instr,imaging_div,src_div,
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd2d/MAXIV_DanMAX_pxrd2d.instr,imaging_e,src_e,
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd2d/MAXIV_DanMAX_pxrd2d.instr,pxrd2_psd,src_psd,
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd2d/MAXIV_DanMAX_pxrd2d.instr,pxrd2_div,src_div,
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_DanMAX_pxrd2d/MAXIV_DanMAX_pxrd2d.instr,pxrd2_e,src_e,
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_FemtoMAX/MAXIV_FemtoMAX.instr,focus_mirror1,focus_mirror0,
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_FemtoMAX/MAXIV_FemtoMAX.instr,popin_yag2,popin_yag1,
McXtrace,./mcxtrace-comps/examples/MAXIV/MAXIV_FemtoMAX/MAXIV_FemtoMAX.instr,popin_yag4,popin_yag1,
McXtrace,./mcxtrace-comps/examples/NIST/DBD_IBM_Si_analyzer_BC/DBD_IBM_Si_analyzer_BC.instr,DBD_tube_tails,DBD_tube,WHEN
McXtrace,./mcxtrace-comps/examples/NIST/PBD_BT/PBD_BT.instr,mono_silicon_1b,mono_silicon_1a,WHEN
McXtrace,./mcxtrace-comps/examples/NIST/PBD_BT/PBD_BT.instr,mono_silicon_1c,mono_silicon_1a,WHEN
McXtrace,./mcxtrace-comps/examples/NIST/PBD_BT/PBD_BT.instr,mono_silicon_1d,mono_silicon_1c,WHEN
McXtrace,./mcxtrace-comps/examples/NIST/PBD_BT/PBD_BT.instr,silicon_1b,silicon_1a,WHEN
McXtrace,./mcxtrace-comps/examples/NIST/PBD_BT/PBD_BT.instr,silicon_1c,silicon_1a,WHEN
McXtrace,./mcxtrace-comps/examples/NIST/PBD_BT/PBD_BT.instr,silicon_2a,silicon_1a,
McXtrace,./mcxtrace-comps/examples/NIST/PBD_BT/PBD_BT.instr,silicon_2b,silicon_1a,WHEN
McXtrace,./mcxtrace-comps/examples/NIST/PBD_BT/PBD_BT.instr,silicon_2c,silicon_1a,WHEN
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_DIFFABS/SOLEIL_DIFFABS.instr,DCM_slit_in,primary_slit,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_DIFFABS/SOLEIL_DIFFABS.instr,DCM_in_div,DCM_in,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_DIFFABS/SOLEIL_DIFFABS.instr,bragg_crystal_two,bragg_crystal,EXTEND
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_DIFFABS/SOLEIL_DIFFABS.instr,DCM_out,DCM_in,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_DIFFABS/SOLEIL_DIFFABS.instr,DCM_out_div,DCM_in,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_DIFFABS/SOLEIL_DIFFABS.instr,sample_stage,DCM_in,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_LUCIA/SOLEIL_LUCIA.instr,slit_mon_xy,mon_src_xy,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_LUCIA/SOLEIL_LUCIA.instr,dcm_xtal1,dcm_xtal0,EXTEND
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_LUCIA/SOLEIL_LUCIA.instr,mon_dcm_e,mon_src_e,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_LUCIA/SOLEIL_LUCIA.instr,mon_dcm_xy,mon_src_xy,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_LUCIA/SOLEIL_LUCIA.instr,sample_stage,mon_src_xy,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_LUCIA/SOLEIL_LUCIA.instr,transmission,mon_src_xy,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_MARS/SOLEIL_MARS.instr,dcm_xtal1,dcm_xtal0,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_PSICHE/SOLEIL_PSICHE.instr,dcm_xtal1,dcm_xtal0,EXTEND+WHEN
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_PSICHE/SOLEIL_PSICHE.instr,mon_dcm_e,mon_src_e,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_PSICHE/SOLEIL_PSICHE.instr,mon_dcm_xy,mon_src_xy,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_PSICHE/SOLEIL_PSICHE.instr,mon_spl_e,mon_src_e,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_PSICHE/SOLEIL_PSICHE.instr,mon_spl_xy,mon_src_xy,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_PX2a/SOLEIL_PX2a.instr,vfm_takeoff,vfm_location,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_PX2a/SOLEIL_PX2a.instr,hfm_location,vfm_location,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_PX2a/SOLEIL_PX2a.instr,hfm_takeoff,vfm_location,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_ROCK/SOLEIL_ROCK.instr,bragg_crystal_two,bragg_crystal,EXTEND
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_ROCK/SOLEIL_ROCK.instr,EnergyMonitor_after_sample,EnergyMonitor_before_sample,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_SIXS/SOLEIL_SIXS.instr,slit_mon_xy,mon_src_xy,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_SIXS/SOLEIL_SIXS.instr,dcm_xtal1,dcm_xtal0,EXTEND
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_SIXS/SOLEIL_SIXS.instr,mon_dcm_e,mon_src_e,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_SIXS/SOLEIL_SIXS.instr,mon_dcm_xy,mon_src_xy,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_SIXS/SOLEIL_SIXS.instr,sample_stage,mon_src_xy,EXTEND
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_SIXS/SOLEIL_SIXS.instr,detector_layer,det4pi,WHEN
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_SIXS/SOLEIL_SIXS.instr,detector_bulk,det4pi,WHEN
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_SWING/SOLEIL_SWING.instr,slit_mon_xy,mon_src_xy,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_SWING/SOLEIL_SWING.instr,dcm_xtal1,dcm_xtal0,EXTEND
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_SWING/SOLEIL_SWING.instr,mon_dcm_e,mon_src_e,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_SWING/SOLEIL_SWING.instr,mon_dcm_xy,mon_src_xy,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_SWING/SOLEIL_SWING.instr,vfm_location,mon_src_xy,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_SWING/SOLEIL_SWING.instr,vfm_takeoff,vfm_location,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_SWING/SOLEIL_SWING.instr,hfm_location,vfm_location,
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_SWING/SOLEIL_SWING.instr,hfm_takeoff,vfm_location,EXTEND
McXtrace,./mcxtrace-comps/examples/SOLEIL/SOLEIL_SWING/SOLEIL_SWING.instr,sample_stage,mon_src_xy,
McXtrace,./mcxtrace-comps/examples/SSRL/SSRL_bl_11_2_not_white_src/SSRL_bl_11_2_not_white_src.instr,bragg_crystal_two_no_split,bragg_crystal_no_split,EXTEND
McXtrace,./mcxtrace-comps/examples/SSRL/SSRL_bl_11_2_not_white_src/SSRL_bl_11_2_not_white_src.instr,EnergyMonitor_second,EnergyMonitor_first,
McXtrace,./mcxtrace-comps/examples/SSRL/SSRL_bl_11_2_not_white_src/SSRL_bl_11_2_not_white_src.instr,EnergyMonitor_third,EnergyMonitor_first,
McXtrace,./mcxtrace-comps/examples/SSRL/SSRL_bl_11_2_not_white_src/SSRL_bl_11_2_not_white_src.instr,EnergyMonitor_fourth,EnergyMonitor_first,
McXtrace,./mcxtrace-comps/examples/SSRL/SSRL_bl_11_2_white_src/SSRL_bl_11_2_white_src.instr,bragg_crystal_two_split,bragg_crystal_split,EXTEND
McXtrace,./mcxtrace-comps/examples/SSRL/SSRL_bl_11_2_white_src/SSRL_bl_11_2_white_src.instr,EnergyMonitor_second,EnergyMonitor_first,
McXtrace,./mcxtrace-comps/examples/SSRL/SSRL_bl_11_2_white_src/SSRL_bl_11_2_white_src.instr,EnergyMonitor_third,EnergyMonitor_first,
McXtrace,./mcxtrace-comps/examples/SSRL/SSRL_bl_11_2_white_src/SSRL_bl_11_2_white_src.instr,EnergyMonitor_fourth,EnergyMonitor_first,
McXtrace,./mcxtrace-comps/examples/Templates/Template_2Slit_Diff/Template_2Slit_Diff.instr,s2,s1,GROUP
McXtrace,./mcxtrace-comps/examples/Tests/Test_Detector_pn/Test_Detector_pn.instr,detsrc2,detsrc1,
McXtrace,./mcxtrace-comps/examples/Tests/Test_Detector_pn/Test_Detector_pn.instr,pap,psrc,
McXtrace,./mcxtrace-comps/examples/Tests/Test_Detector_pn/Test_Detector_pn.instr,detap1,detsrc1,
McXtrace,./mcxtrace-comps/examples/Tests/Test_Detector_pn/Test_Detector_pn.instr,detap2,detsrc2,
McXtrace,./mcxtrace-comps/examples/Tests/Test_monitors/Test_monitors.instr,epsd1,epsd0,WHEN
McXtrace,./mcxtrace-comps/examples/Tests_grammar/Test_GROUP/Test_GROUP.instr,s2,s1,GROUP
McXtrace,./mcxtrace-comps/examples/Tests_optics/Template_DCM/Template_DCM.instr,dcm_xtal1,dcm_xtal0,
McXtrace,./mcxtrace-comps/examples/Tests_optics/Template_DCM/Template_DCM.instr,emon_dcm1,emon_dcm0,
McXtrace,./mcxtrace-comps/examples/Tests_optics/Test_ML_elliptic/Test_ML_elliptic.instr,psd1,psd0,
McXtrace,./mcxtrace-comps/examples/Tests_optics/Test_ML_elliptic/Test_ML_elliptic.instr,emon1,emon0,
McXtrace,./mcxtrace-comps/examples/Tests_optics/Test_ML_elliptic/Test_ML_elliptic.instr,psdd,psd0,
McXtrace,./mcxtrace-comps/examples/Tests_optics/Test_ML_elliptic/Test_ML_elliptic.instr,emond,emon0,
McXtrace,./mcxtrace-comps/examples/Tests_optics/Test_ML_elliptic/Test_ML_elliptic.instr,emonsingle,emon0,
McXtrace,./mcxtrace-comps/examples/Tests_optics/Test_ML_elliptic/Test_ML_elliptic.instr,psd6,psd1,
McXtrace,./mcxtrace-comps/examples/Tests_optics/Test_ML_elliptic/Test_ML_elliptic.instr,emon6,emon0,
McXtrace,./mcxtrace-comps/examples/Tests_optics/Test_Mask/Test_Mask.instr,psd1,psd0,
McXtrace,./mcxtrace-comps/examples/Tests_optics/Test_Mirror_toroid/Test_Mirror_toroid.instr,psd1,psd0,
McXtrace,./mcxtrace-comps/examples/Tests_optics/Test_Mirror_toroid/Test_Mirror_toroid.instr,psd2,psd0,
McXtrace,./mcxtrace-comps/examples/Tests_optics/Test_Mirror_toroid/Test_Mirror_toroid.instr,psd3,psd2,
McXtrace,./mcxtrace-comps/examples/Tests_optics/Test_Mirrors/Test_Mirrors.instr,psd3,psd2,
McXtrace,./mcxtrace-comps/examples/Tests_optics/Test_Mirrors/Test_Mirrors.instr,psd4,psd2,
McXtrace,./mcxtrace-comps/examples/Tests_optics/Test_capillary/Test_capillary.instr,psd00,psd0,WHEN
McXtrace,./mcxtrace-comps/examples/Tests_optics/Test_capillary/Test_capillary.instr,psd01,psd0,WHEN
McXtrace,./mcxtrace-comps/examples/Tests_optics/Test_capillary/Test_capillary.instr,psd02,psd0,WHEN
McXtrace,./mcxtrace-comps/examples/Tests_optics/Test_capillary/Test_capillary.instr,psd03,psd0,WHEN
McXtrace,./mcxtrace-comps/examples/Tests_optics/Test_capillary/Test_capillary.instr,psd04,psd0,WHEN
McXtrace,./mcxtrace-comps/examples/Tests_optics/Test_capillary/Test_capillary.instr,psd10,psd1,WHEN
McXtrace,./mcxtrace-comps/examples/Tests_optics/Test_capillary/Test_capillary.instr,psd11,psd0,WHEN
McXtrace,./mcxtrace-comps/examples/Tests_optics/Test_capillary/Test_capillary.instr,psd12,psd1,WHEN
McXtrace,./mcxtrace-comps/examples/Tests_optics/Test_capillary/Test_capillary.instr,psd13,psd1,WHEN
McXtrace,./mcxtrace-comps/examples/Tests_optics/Test_capillary/Test_capillary.instr,psd14,psd1,WHEN
McXtrace,./mcxtrace-comps/examples/Tests_samples/Test_Air/Test_Air.instr,fpi_scat,fpi,WHEN
McXtrace,./mcxtrace-comps/examples/Tests_samples/Test_Air/Test_Air.instr,fpi_noscat,fpi,WHEN
McXtrace,./mcxtrace-comps/examples/Tests_samples/Test_Air/Test_Air.instr,psd2,psd1,
McXtrace,./mcxtrace-comps/examples/Tests_samples/Test_Air/Test_Air.instr,div2,div1,
McXtrace,./mcxtrace-comps/examples/Tests_samples/Test_FluoPowder/Test_FluoPowder.instr,FluoG,Fluo,EXTEND+GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/Tests_samples/Test_FluoPowder/Test_FluoPowder.instr,PowG,Pow,EXTEND+GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/Tests_samples/Test_FluoPowder/Test_FluoPowder.instr,Sph_mon_pow,Sph_mon,WHEN
McXtrace,./mcxtrace-comps/examples/Tests_samples/Test_FluoPowder/Test_FluoPowder.instr,Sph_mon_flu,Sph_mon,WHEN
McXtrace,./mcxtrace-comps/examples/Tests_samples/Test_FluoPowder/Test_FluoPowder.instr,E_mon_pow,E_mon,WHEN
McXtrace,./mcxtrace-comps/examples/Tests_samples/Test_FluoPowder/Test_FluoPowder.instr,E_mon_flu,E_mon,WHEN
McXtrace,./mcxtrace-comps/examples/Tests_samples/Test_Fluorescence/Test_Fluorescence.instr,emon_Compton,emon_fluo,WHEN
McXtrace,./mcxtrace-comps/examples/Tests_samples/Test_Fluorescence/Test_Fluorescence.instr,emon_Rayleigh,emon_fluo,WHEN
McXtrace,./mcxtrace-comps/examples/Tests_samples/Test_SX/Test_SX.instr,SX,sample,EXTEND+GROUP+WHEN
McXtrace,./mcxtrace-comps/examples/Tests_sources/Test_BM/Test_BM.instr,psd1,psd0,
McXtrace,./mcxtrace-comps/examples/Tests_sources/Test_BM/Test_BM.instr,psd2,psd0,
McXtrace,./mcxtrace-comps/examples/Tests_sources/Test_BM/Test_BM.instr,psd3,psd0,
McXtrace,./mcxtrace-comps/examples/Tests_sources/Test_BM/Test_BM.instr,psd4,psd0,
McXtrace,./mcxtrace-comps/examples/Tests_sources/Test_BM/Test_BM.instr,psd5,psd0,
McXtrace,./mcxtrace-comps/examples/Tests_sources/Test_undulator/Test_undulator.instr,e_monitor1,e_monitor,
McXtrace,./mcxtrace-comps/examples/Tests_sources/Test_undulator/Test_undulator.instr,psd_monitor1,psd_monitor,
McXtrace,./mcxtrace-comps/examples/XFEL/XFEL_SPB/XFEL_SPB.instr,psd_l,psd0,
McXtrace,./mcxtrace-comps/examples/XFEL/XFEL_SPB/XFEL_SPB.instr,emon_l,emon0,
McXtrace,./mcxtrace-comps/examples/XFEL/XFEL_SPB/XFEL_SPB.instr,offset_mirror2,offset_mirror1,
McXtrace,./mcxtrace-comps/examples/XFEL/XFEL_SPB/XFEL_SPB.instr,psd_om,psd0,
McXtrace,./mcxtrace-comps/examples/XFEL/XFEL_SPB/XFEL_SPB.instr,emon_om,emon0,
McXtrace,./mcxtrace-comps/examples/XFEL/XFEL_SPB/XFEL_SPB.instr,psd_dm,psd0,
McXtrace,./mcxtrace-comps/examples/XFEL/XFEL_SPB/XFEL_SPB.instr,emon_dm,emon0,
McXtrace,./mcxtrace-comps/examples/XFEL/XFEL_SPB/XFEL_SPB.instr,mono2,mono1,EXTEND
McXtrace,./mcxtrace-comps/examples/XFEL/XFEL_SPB/XFEL_SPB.instr,psd_dcm,psd0,
McXtrace,./mcxtrace-comps/examples/XFEL/XFEL_SPB/XFEL_SPB.instr,emon_dcm,emon0,
McXtrace,./mcxtrace-comps/examples/XFEL/XFEL_SPB/XFEL_SPB.instr,kb_mirror1v,kb_mirror1h,EXTEND
McXtrace,./mcxtrace-comps/examples/XFEL/XFEL_SPB/XFEL_SPB.instr,kb_mirror2v,kb_mirror2h,
